Thorup Zwick Query	1750	3959	64	7.799216	1.000000	1.499068	2267	0
Thorup Zwick Query	1750	3959	128	6.359509	1.000000	1.407429	2913	0
Thorup Zwick Query	1750	3960	2	2.999964	1.000000	1.180149	313	0
Thorup Zwick Query	1750	3960	4	5.504232	1.000000	1.333458	330	0
Thorup Zwick Query	1750	3960	8	7.316860	1.000000	1.338836	657	0
Thorup Zwick Query	1750	3960	16	7.195348	1.000000	1.417231	816	0
Thorup Zwick Query	1750	3960	32	7.453849	1.000000	1.336305	1111	0
Thorup Zwick Query	1750	3960	64	8.325619	1.000000	1.385372	1691	0
Thorup Zwick Query	1750	3960	128	6.630562	1.000000	1.432477	2970	0
Thorup Zwick Query	1750	3963	2	2.999982	1.000000	1.144596	267	0
Thorup Zwick Query	1750	3963	4	5.492802	1.000000	1.314728	305	0
Thorup Zwick Query	1750	3963	8	6.260517	1.000000	1.431452	484	0
Thorup Zwick Query	1750	3963	16	8.042868	1.000000	1.568614	751	0
Thorup Zwick Query	1750	3963	32	8.547805	1.000000	1.448723	1135	0
Thorup Zwick Query	1750	3963	64	7.346846	1.000000	1.391675	1818	0
Thorup Zwick Query	1750	3963	128	7.413443	1.000000	1.426797	2613	0
Thorup Zwick Query	2000	4559	2	2.999540	1.000000	1.178434	331	0
Thorup Zwick Query	2000	4559	4	5.762809	1.000000	1.252145	403	0
Thorup Zwick Query	2000	4559	8	7.287911	1.000000	1.385604	544	0
Thorup Zwick Query	2000	4559	16	7.387164	1.000000	1.373354	888	0
Thorup Zwick Query	2000	4559	32	7.539167	1.000000	1.311367	970	0
Thorup Zwick Query	2000	4559	64	8.178549	1.000000	1.509082	1681	0
Thorup Zwick Query	2000	4559	128	8.260366	1.000000	1.336853	2955	0
Thorup Zwick Query	2000	4554	2	2.999963	1.000000	1.199800	265	0
Thorup Zwick Query	2000	4554	4	5.534948	1.000000	1.313473	463	0
Thorup Zwick Query	2000	4554	8	6.447373	1.000000	1.434315	565	0
Thorup Zwick Query	2000	4554	16	6.652097	1.000000	1.436518	645	0
Thorup Zwick Query	2000	4554	32	7.947308	1.000000	1.368610	1180	0
Thorup Zwick Query	2000	4554	64	7.584433	1.000000	1.493766	1941	0
Thorup Zwick Query	2000	4554	128	8.017340	1.000000	1.359182	3289	0
Thorup Zwick Query	2000	4522	2	2.999942	1.000000	1.187585	311	0
Thorup Zwick Query	2000	4522	4	5.283504	1.000000	1.263905	469	0
Thorup Zwick Query	2000	4522	8	6.975719	1.000000	1.355388	606	0
Thorup Zwick Query	2000	4522	16	7.863954	1.000000	1.385558	823	0
Thorup Zwick Query	2000	4522	32	6.655061	1.000000	1.307894	1245	0
Thorup Zwick Query	2000	4522	64	7.295735	1.000000	1.388476	2027	0
Thorup Zwick Query	2000	4522	128	6.727049	1.000000	1.494685	3240	0
Thorup Zwick Query	2000	4515	2	2.999951	1.000000	1.209645	346	0
Thorup Zwick Query	2000	4515	4	5.584916	1.000000	1.331600	398	0
Thorup Zwick Query	2000	4515	8	6.133395	1.000000	1.408631	472	0
Thorup Zwick Query	2000	4515	16	7.552753	1.000000	1.353689	832	0
Thorup Zwick Query	2000	4515	32	7.408889	1.000000	1.454898	1169	0
Thorup Zwick Query	2000	4515	64	7.429243	1.000000	1.404335	2325	0
Thorup Zwick Query	2000	4515	128	7.551507	1.000000	1.561159	2944	0
Thorup Zwick Query	2000	4547	2	2.999579	1.000000	1.181576	455	0
Thorup Zwick Query	2000	4547	4	5.653857	1.000000	1.298128	396	0
Thorup Zwick Query	2000	4547	8	6.552087	1.000000	1.437378	536	0
Thorup Zwick Query	2000	4547	16	5.917250	1.000000	1.433992	751	0
Thorup Zwick Query	2000	4547	32	6.742619	1.000000	1.300113	1175	0
Thorup Zwick Query	2000	4547	64	7.750972	1.000000	1.376139	2210	0
Thorup Zwick Query	2000	4547	128	8.429876	1.000000	1.419280	3135	0
Thorup Zwick Query	2000	4515	2	2.999924	1.000000	1.202342	282	0
Thorup Zwick Query	2000	4515	4	6.227560	1.000000	1.389710	453	0
Thorup Zwick Query	2000	4515	8	6.524134	1.000000	1.367823	500	0
Thorup Zwick Query	2000	4515	16	7.579609	1.000000	1.479516	714	0
Thorup Zwick Query	2000	4515	32	7.376025	1.000000	1.295095	1219	0
Thorup Zwick Query	2000	4515	64	7.741866	1.000000	1.426918	2250	0
Thorup Zwick Query	2000	4515	128	7.913094	1.000000	1.407144	2991	0
Thorup Zwick Query	2250	5086	2	2.999974	1.000000	1.203397	269	0
Thorup Zwick Query	2250	5086	4	5.419002	1.000000	1.348112	399	0
Thorup Zwick Query	2250	5086	8	6.589885	1.000000	1.430919	582	0
Thorup Zwick Query	2250	5086	16	6.715669	1.000000	1.310249	839	0
Thorup Zwick Query	2250	5086	32	7.581435	1.000000	1.556588	965	0
Thorup Zwick Query	2250	5086	64	7.470634	1.000000	1.445298	2130	0
Thorup Zwick Query	2250	5086	128	7.703765	1.000000	1.292804	2649	0
Thorup Zwick Query	2250	5084	2	2.998884	1.000000	1.183281	309	0
Thorup Zwick Query	2250	5084	4	5.836236	1.000000	1.344258	374	0
Thorup Zwick Query	2250	5084	8	6.527229	1.000000	1.345733	595	0
Thorup Zwick Query	2250	5084	16	8.972317	1.000000	1.343044	910	0
Thorup Zwick Query	2250	5084	32	7.556258	1.000000	1.399211	1297	0
Thorup Zwick Query	2250	5084	64	7.482486	1.000000	1.484832	2116	0
Thorup Zwick Query	2250	5084	128	7.764959	1.000000	1.450722	4055	0
Thorup Zwick Query	2250	5108	2	2.999902	1.000000	1.189012	356	0
Thorup Zwick Query	2250	5108	4	5.222485	1.000000	1.345915	436	0
Thorup Zwick Query	2250	5108	8	6.466030	1.000000	1.441226	599	0
Thorup Zwick Query	2250	5108	16	6.818911	1.000000	1.375393	959	0
Thorup Zwick Query	2250	5108	32	7.508298	1.000000	1.418707	1297	0
Thorup Zwick Query	2250	5108	64	7.161147	1.000000	1.375287	1788	0
Thorup Zwick Query	2250	5108	128	8.332739	1.000000	1.391115	1966	0
Thorup Zwick Query	2250	5078	2	2.999808	1.000000	1.172530	202	0
Thorup Zwick Query	2250	5078	4	6.311713	1.000000	1.215402	279	0
Thorup Zwick Query	2250	5078	8	7.303879	1.000000	1.354042	384	0
Thorup Zwick Query	2250	5078	16	6.776302	1.000000	1.336958	585	0
Thorup Zwick Query	2250	5078	32	7.196124	1.000000	1.353058	910	0
Thorup Zwick Query	2250	5078	64	7.524908	1.000000	1.408907	1304	0
Thorup Zwick Query	2250	5078	128	7.921540	1.000000	1.376924	2326	0
Thorup Zwick Query	2250	5101	2	2.999917	1.000000	1.153756	184	0
Thorup Zwick Query	2250	5101	4	5.756105	1.000000	1.429533	252	0
Thorup Zwick Query	2250	5101	8	6.554632	1.000000	1.337568	334	0
Thorup Zwick Query	2250	5101	16	7.054941	1.000000	1.350134	579	0
Thorup Zwick Query	2250	5101	32	7.207301	1.000000	1.521186	913	0
Thorup Zwick Query	2250	5101	64	7.490000	1.000000	1.343658	1366	0
Thorup Zwick Query	2250	5101	128	7.872995	1.000000	1.530380	2068	0
Thorup Zwick Query	2250	5117	2	2.999705	1.000000	1.149669	207	0
Thorup Zwick Query	2250	5117	4	6.073732	1.000000	1.282984	256	0
Thorup Zwick Query	2250	5117	8	7.400586	1.000000	1.313315	379	0
Thorup Zwick Query	2250	5117	16	7.478689	1.000000	1.317885	549	0
Thorup Zwick Query	2250	5117	32	7.406763	1.000000	1.354894	780	0
Thorup Zwick Query	2250	5117	64	7.184002	1.000000	1.512485	1312	0
Thorup Zwick Query	2250	5117	128	8.284078	1.000000	1.346484	2354	0
Thorup Zwick Query	2500	5648	2	2.999992	1.000000	1.199915	212	0
Thorup Zwick Query	2500	5648	4	6.104103	1.000000	1.336637	309	0
Thorup Zwick Query	2500	5648	8	6.541189	1.000000	1.377745	380	0
Thorup Zwick Query	2500	5648	16	6.965995	1.000000	1.363963	641	0
Thorup Zwick Query	2500	5648	32	6.683283	1.000000	1.472447	818	0
Thorup Zwick Query	2500	5648	64	8.384810	1.000000	1.564463	1525	0
Thorup Zwick Query	2500	5648	128	7.568357	1.000000	1.479129	2390	0
Thorup Zwick Query	2500	5638	2	2.999975	1.000000	1.198334	271	0
Thorup Zwick Query	2500	5638	4	5.907689	1.000000	1.333756	371	0
Thorup Zwick Query	2500	5638	8	6.553314	1.000000	1.372077	538	0
Thorup Zwick Query	2500	5638	16	7.955010	1.000000	1.367278	624	0
Thorup Zwick Query	2500	5638	32	6.721661	1.000000	1.506250	943	0
Thorup Zwick Query	2500	5638	64	11.177107	1.000000	1.407636	1516	0
Thorup Zwick Query	2500	5638	128	8.962468	1.000000	1.477585	2459	0
Thorup Zwick Query	2500	5656	2	2.999756	1.000000	1.150827	241	0
Thorup Zwick Query	2500	5656	4	5.946461	1.000000	1.312651	296	0
Thorup Zwick Query	2500	5656	8	8.943757	1.000000	1.354201	405	0
Thorup Zwick Query	2500	5656	16	7.120422	1.000000	1.306662	563	0
Thorup Zwick Query	2500	5656	32	7.662092	1.000000	1.351163	858	0
Thorup Zwick Query	2500	5656	64	6.726046	1.000000	1.389174	1366	0
Thorup Zwick Query	2500	5656	128	8.443684	1.000000	1.587742	2223	0
Thorup Zwick Query	2500	5602	2	2.999262	1.000000	1.186718	205	0
Thorup Zwick Query	2500	5602	4	5.726165	1.000000	1.333564	310	0
Thorup Zwick Query	2500	5602	8	7.822761	1.000000	1.453579	378	0
Thorup Zwick Query	2500	5602	16	7.280415	1.000000	1.361939	556	0
Thorup Zwick Query	2500	5602	32	8.482712	1.000000	1.364982	845	0
Thorup Zwick Query	2500	5602	64	8.925094	1.000000	1.510376	1229	0
Thorup Zwick Query	2500	5602	128	9.899662	1.000000	1.455033	2167	0
Thorup Zwick Query	2500	5642	2	2.999313	1.000000	1.156742	205	0
Thorup Zwick Query	2500	5642	4	5.655559	1.000000	1.301688	266	0
Thorup Zwick Query	2500	5642	8	6.702880	1.000000	1.283227	376	0
Thorup Zwick Query	2500	5642	16	8.179013	1.000000	1.548673	508	0
